appid,name,developer,publisher,score_rank,positive,negative,owners,average_forever,average_2weeks,median_forever,median_2weeks,ccu,genre,currency,final,categories 1,categories 2,positive_ratio,ratings,owners_average,MutualPlayerCount
392450,Silver Creek Falls: Chapter 1,Sapphire Dragon Productions,Sapphire Dragon Productions,,532,81,"50,000 .. 100,000",14,0,28,0,0,"Adventure, Free to Play, Indie",,0,Single-player, Steam Achievements,0.867862969,0.780608622,75000,11
398450,Absent,FNGames,FNGames,,297,68,"50,000 .. 100,000",6,0,6,0,0,"Adventure, Free to Play",,0,Single-player,,0.81369863,0.779218014,75000,14
402190,Gamer Simulator,Punk Games Studio,Punk Games Studio,,17,13,"0 .. 20,000",0,0,0,0,0,"Action, Indie, Simulation",USD,0.99,Single-player, Family Sharing,0.566666667,0.778573984,10000,1
403860,ALPAGES : THE FIVE BOOKS,Nicolas Bernard,M.INDIE,,80,142,"50,000 .. 100,000",472,0,472,0,1,"Action, Adventure, Indie",USD,0.99,Single-player, Family Sharing,0.36036036,0.775655571,75000,5
350770,Giana Sisters 2D,Kasaa Solution,"HandyGames, Black Forest Games",,161,104,"20,000 .. 50,000",0,0,0,0,1,"Action, Indie",USD,1.59,Single-player, Steam Achievements,0.60754717,0.777261048,35000,4
415590,Earthfall,Holospark,Holospark,,1470,789,"50,000 .. 100,000",118,0,118,0,1,Action,USD,19.99,Single-player, Multi-player,0.650730412,0.76965619,75000,16
415890,Crystal Picnic,Nooskewl,Nooskewl,,15,10,"0 .. 20,000",0,0,0,0,0,"Action, Indie, RPG",,0,Single-player, Steam Achievements,0.6,0.778638285,10000,3
429200,Super Helmets on Fire DX Ultra Edition Plus Alpha,Ripper Games,Ripper Games,,32,19,"0 .. 20,000",0,0,0,0,0,"Action, Indie",,0,Single-player, Steam Achievements,0.62745098,0.778528163,10000,13
437720,Blossoms Bloom Brightest,Reine Works,Reine Works,,122,54,"20,000 .. 50,000",0,0,0,0,0,"Adventure, Casual, Indie",,0,Single-player, Steam Achievements,0.693181818,0.778280905,35000,9
442220,Iron Madness,Justin Sawchuk,Justin Sawchuk,,47,48,"0 .. 20,000",0,0,0,0,0,"Action, Casual, Free to Play, Indie, Racing, Simulation, Sports, Early Access",,0,Single-player, Multi-player,0.494736842,0.777875612,10000,8
11150,Sherlock Holmes: The Silver Earring,Frogwares,Frogwares,,350,236,"100,000 .. 200,000",678,0,678,0,2,Adventure,USD,9.99,Single-player, Family Sharing,0.597269625,0.775244265,150000,7
11180,Sherlock Holmes: The Mystery of the Persian Carpet,Frogwares,Frogwares,,165,293,"0 .. 20,000",839,0,839,0,1,"Adventure, Casual",USD,9.99,Single-player, Family Sharing,0.360262009,0.772372929,10000,6
485800,Runeous: Part One,Novel Tea Games,Lost Fables,,93,30,"20,000 .. 50,000",0,0,0,0,0,"Casual, Indie, Simulation",,0,Single-player, Steam Achievements,0.756097561,0.77869562,35000,7
494990,Too Angry to Space,AK84C,AK84C,,40,18,"0 .. 20,000",0,0,0,0,0,"Action, Casual, Indie",USD,4.99,Single-player, Steam Achievements,0.689655172,0.7786147,10000,16
510390,Unknown Fate,Marslit Games,Fulqrum Publishing,,43,22,"0 .. 20,000",0,0,0,0,1,"Adventure, Indie",USD,9.99,Single-player, Full controller support,0.661538462,0.778531576,10000,2
546960,Mechatroniks Attack,Ludax174,Ludax174,,2,11,"0 .. 20,000",0,0,0,0,0,"Action, Adventure, Indie",USD,0.99,Single-player, Full controller support,0.153846154,0.778514028,10000,3
548050,Runes,Ede Tarsoly,Headup Publishing,,31,5,"0 .. 20,000",0,0,0,0,0,"Casual, Indie",USD,0.49,Single-player, Steam Achievements,0.861111111,0.778890757,10000,6
557890,Sunset's Ashes,Fifth One,Fifth One,,132,17,"20,000 .. 50,000",0,0,0,0,0,"Casual, Free to Play, Indie",,0,Single-player, Steam Achievements,0.88590604,0.77933002,35000,11
561600,MXGP3 - The Official Motocross Videogame,Milestone S.r.l.,Milestone S.r.l.,,906,152,"100,000 .. 200,000",0,0,0,0,13,"Racing, Simulation, Sports",USD,19.99,Single-player, Multi-player,0.856332703,0.781482549,150000,20
581650,Once Upon an All Hallow's Eve,Ran,Visual Wordplay,,140,30,"0 .. 20,000",0,0,0,0,1,Simulation,,0,Single-player, Steam Achievements,0.823529412,0.779047222,10000,8
581760,True or False 2,Vladimir Maslov,Vladimir Maslov,,129,18,"0 .. 20,000",0,0,0,0,1,"Casual, Indie",USD,4.99,Single-player, Steam Achievements,0.87755102,0.77928126,10000,6
587290,The Thing With Mistletoes,Ran,Visual Wordplay,,66,29,"0 .. 20,000",0,0,0,0,0,Simulation,,0,Single-player, Steam Achievements,0.694736842,0.778519513,10000,6
601020,"Seed Of The Arcane , Episode 1",Infosuccess3d,Infosuccess3d,,12,26,"0 .. 20,000",0,0,0,0,0,"Nudity, Violent, Gore, Adventure, Indie, RPG, Early Access",USD,12.99,Single-player, Steam Achievements,0.315789474,0.778192716,10000,7
617700,Weed Shop 2,ADhD Studios,Weed Games,,768,118,"50,000 .. 100,000",227,0,274,0,3,"Casual, Indie, Simulation, Strategy",USD,9.99,Single-player, Steam Achievements,0.866817156,0.781364227,75000,18
623840,Ambre - a heartbreaking kinetic novel,Träumendes Mädchen,Träumendes Mädchen,,479,154,"50,000 .. 100,000",16,0,16,0,0,"Casual, Free to Play, Indie",,0,Single-player, Steam Achievements,0.75671406,0.778325026,75000,10
651520,Castle Defender,Mihai Morosanu,Mihai Morosanu,,13,16,"0 .. 20,000",0,0,0,0,0,"Casual, Strategy",USD,0.99,Single-player, Family Sharing,0.448275862,0.778464566,10000,5
654850,Masked Forces: Zombie Survival,FreezeNova,FreezeNova,,279,109,"20,000 .. 50,000",0,0,0,0,0,"Action, Indie",USD,0.99,Single-player, Multi-player,0.719072165,0.778012604,35000,5
655000,Masked Forces 2: Mystic Demons,FreezeNova,FreezeNova,,55,19,"0 .. 20,000",0,0,0,0,1,"Action, Indie",USD,4.99,Single-player, Steam Achievements,0.743243243,0.778700914,10000,3
655170,Telepathy Zero,Creashock studios,Creashock studios,,26,40,"0 .. 20,000",0,0,0,0,0,"Casual, Indie",,0,Single-player, Steam Achievements,0.393939394,0.777928478,10000,8
658600,Lawnmower Game,"Tero Lunkka, Mikko Seppälä",Tero Lunkka,,387,94,"0 .. 20,000",0,0,0,0,1,"Indie, Simulation",USD,1.99,Single-player, Steam Achievements,0.804573805,0.779204991,10000,7
663920,DoFi,,Type B Negative,,21,15,"0 .. 20,000",0,0,0,0,0,,USD,0.99,Single-player, Steam Achievements,0.583333333,0.778551183,10000,4
667000,Casus Belli: Battle Of Annihilation,Viny Game Studios,Viny Game Studios,,9,2,"0 .. 20,000",0,0,0,0,0,Strategy,USD,3.99,Single-player, Family Sharing,0.818181818,0.778804849,10000,1
668560,Thomaz,Fürst,Fürst,,13,11,"0 .. 20,000",0,0,0,0,0,"Adventure, Casual, Indie",USD,1.49,Single-player, Multi-player,0.541666667,0.778596793,10000,6
671050,XMinutes: Wings,XMinutesGames,XMinutesGames,,7,2,"0 .. 20,000",0,0,0,0,0,"Action, Adventure, Indie",USD,0.99,Single-player, Steam Achievements,0.777777778,0.778789813,10000,3
673660,Neon Hardcore,Laush Dmitriy Sergeevich,Laush Studio,,118,67,"20,000 .. 50,000",0,0,0,0,0,"Action, Indie",USD,0.67,Single-player, Steam Achievements,0.637837838,0.777909101,35000,12
676730,Behind The Door,Dio Alias Games,Dio Alias Games,,55,39,"0 .. 20,000",0,0,0,0,0,"Adventure, Indie",USD,3.99,Single-player, Family Sharing,0.585106383,0.7781731,10000,4
679740,Totally Mayhem,Mihai Morosanu,Mihai Morosanu,,30,21,"0 .. 20,000",0,0,0,0,0,"Violent, Indie",USD,2.99,Single-player, Family Sharing,0.588235294,0.778460283,10000,5
679860,ZAP Master,Zapping Studios,Zapping Studios,,22,18,"20,000 .. 50,000",0,0,0,0,0,"Action, Casual, Indie",USD,0.99,Single-player, Steam Achievements,0.55,0.7784794,35000,4
684870,Spiral Splatter,Neonchimp Games,Sometimes You,,67,29,"20,000 .. 50,000",0,0,0,0,1,"Casual, Indie",USD,4.99,Single-player, Steam Achievements,0.697916667,0.778527018,35000,7
690740,BOOKS,UNIOCS,UNIOCS,,101,63,"20,000 .. 50,000",131,0,131,0,1,"Casual, Indie",USD,0.59,Single-player, Steam Achievements,0.615853659,0.777886654,35000,8
697850,FPS - Fun Puzzle Shooter,Rafael Farias,Fiassink Games,,25,46,"20,000 .. 50,000",0,0,0,0,0,"Action, Adventure, Casual, Indie, Strategy",USD,7.99,Single-player, Steam Achievements,0.352112676,0.777762635,35000,4
697930,Brutal Runner,ANV Team,ANV Team,,57,42,"0 .. 20,000",0,0,0,0,0,"Action, Indie",USD,0.99,Single-player, Steam Achievements,0.575757576,0.778109028,10000,17
709700,The Thing: Space X,LillyWelland inc.,Bitlock Studio,,35,42,"0 .. 20,000",0,0,0,0,0,"Action, Adventure, Indie",USD,0.99,Single-player, Steam Achievements,0.454545455,0.777943493,10000,8
711210,StepX,LillyWelland inc.,Bitlock Studio,,72,19,"0 .. 20,000",0,0,0,0,0,"Casual, Indie, Simulation",USD,0.99,Single-player, Family Sharing,0.791208791,0.778828426,10000,8
714620,Snakeez,LillyWelland inc.,Bitlock Studio,,28,16,"20,000 .. 50,000",0,0,0,0,0,"Casual, Indie",USD,0.99,Single-player, Family Sharing,0.636363636,0.778577377,35000,8
717950,Rainbow Snake,RandomSpin,RandomSpin,,133,48,"50,000 .. 100,000",0,0,0,0,0,Casual,USD,0.99,Single-player, Steam Achievements,0.73480663,0.778521112,75000,9
718370,LSD,CUTE ANIME GIRLS,Tranquility games,,148,131,"20,000 .. 50,000",0,0,0,0,0,"Casual, Indie",USD,1.99,Single-player, Steam Achievements,0.53046595,0.776456726,35000,11
724430,Knights Hunt,Racing Bros,ANPA.US,,55,71,"20,000 .. 50,000",0,0,0,0,1,"Action, Indie, Simulation",USD,0.99,Single-player, Multi-player,0.436507937,0.777330085,35000,9
724450,Call of Nightmare,NightmaresGames,NightmaresGames,,1,7,"0 .. 20,000",0,0,0,0,0,"Action, Adventure, Casual",USD,4.99,Single-player, Steam Achievements,0.125,0.778612345,10000,1
726320,Girl Blonde,Laush Dmitriy Sergeevich,Laush Studio,,74,28,"20,000 .. 50,000",0,0,0,0,0,"Adventure, Indie",USD,0.71,Single-player, Steam Achievements,0.725490196,0.778605923,35000,7
726760,Boy Next Door,"Nikita ""Ghost_RUS""",Ghost_RUS Games,,52,36,"0 .. 20,000",0,0,0,0,0,"Nudity, Adventure, Casual, Indie",USD,0.49,Single-player, Steam Achievements,0.590909091,0.778229677,10000,4
729330,The Girl on the Train,NewWestGames,NewWestGames,,47,56,"0 .. 20,000",46,0,46,0,0,"Casual, Indie",,0,Single-player, Steam Achievements,0.45631068,0.777664775,10000,6
729720,Zomborg,GameDevLab,GrabTheGames,,101,55,"20,000 .. 50,000",31,0,33,0,0,"Action, Adventure, Indie, Strategy",USD,4.99,Single-player, Steam Achievements,0.647435897,0.778097117,35000,6
732520,Hinterhalt,FelGC.GamesDevelopment,FelGC.GamesDevelopment,,24,33,"0 .. 20,000",0,0,0,0,0,"Action, Indie, Strategy",,0,Single-player, Steam Achievements,0.421052632,0.77809819,10000,2
741770,Santa's vacation,ElZzap Software,Volens Nolens Games,,11,8,"0 .. 20,000",0,0,0,0,0,"Action, Adventure, Indie, RPG",USD,4.99,Single-player, Steam Leaderboards,0.578947368,0.778661111,10000,2
749830,Moon Bullet,,Type B Negative,,15,9,"0 .. 20,000",0,0,0,0,0,"Action, Indie",USD,0.99,Single-player, Steam Achievements,0.625,0.778664736,10000,3
754520,Animals Memory,Laush Dmitriy Sergeevich,Laush Dmitriy Sergeevich,,54,10,"0 .. 20,000",0,0,0,0,0,"Casual, Indie",USD,0.79,Single-player, Steam Achievements,0.84375,0.778931164,10000,3
755600,Christmas Race,RewindApp,RewindApp,,40,34,"20,000 .. 50,000",0,0,0,0,0,"Casual, Indie",USD,1.99,Single-player, Family Sharing,0.540540541,0.778192209,35000,7
763400,Cave Runner,BadCat Studios,BadCat Studios,,22,27,"0 .. 20,000",2,0,2,0,0,"Casual, Indie",USD,11.99,Single-player, Steam Achievements,0.448979592,0.778241589,10000,4
763520,Hard Place,Red twice potato,Red twice potato,,27,26,"20,000 .. 50,000",0,0,0,0,0,"Action, Adventure, Casual, Indie",USD,3.99,Single-player, Steam Achievements,0.509433962,0.778305631,35000,6
764560,Chocolate makes you happy 2,Blender Games,Blender Games,,83,29,"0 .. 20,000",0,0,0,0,1,"Casual, Indie",USD,1.99,Single-player, Steam Achievements,0.741071429,0.778647039,10000,11
767050,Last Day of FEAR,Laush Studio,Laush Studio,,79,28,"0 .. 20,000",0,0,0,0,0,Indie,USD,0.75,Single-player, Steam Achievements,0.738317757,0.778643422,10000,3
769150,Casino Slot Machines,Boogygames Studios, Boogygames Studios,,7,11,"20,000 .. 50,000",0,0,0,0,0,"Adventure, Casual, Indie, Simulation, Sports",USD,1.99,Single-player, Family Sharing,0.388888889,0.778551656,35000,2
769910,Flipped On,Four Winged Studio,Four Winged Studio,,12,3,"0 .. 20,000",0,0,0,0,0,"Casual, Indie, Simulation",USD,0.99,Single-player, Steam Achievements,0.8,0.778800934,10000,1
770490,Death in the Water,Lighthouse Games Studio,Lighthouse Games Studio,,153,56,"20,000 .. 50,000",0,0,0,0,0,"Action, Indie, Simulation",USD,2.99,Single-player, Steam Achievements,0.732057416,0.778460393,35000,6
771410,You Will Never Get This Achievement,Maximilian Ritters,Maximilian Ritters,,108,33,"20,000 .. 50,000",781,0,781,0,0,"Casual, Indie",USD,0.99,Single-player, Steam Achievements,0.765957447,0.778728898,35000,20
772470,8-in-1 IQ Scale Bundle,ALEKSANDER CHEPAIKIN,ALEKSANDER CHEPAIKIN,,71,19,"20,000 .. 50,000",0,0,0,0,0,Indie,USD,14.99,Single-player, Steam Achievements,0.788888889,0.77882093,35000,8
773010,Hunahpu Quest. Mechanoid,Rumata Lab,ValkyrieInitiative,,29,11,"0 .. 20,000",0,0,0,0,0,"Adventure, Indie",USD,0.99,Single-player, Steam Achievements,0.725,0.77871707,10000,4
774261,My Little Bomb,"Nikita ""Ghost_RUS""",Ghost_RUS Games,,71,33,"0 .. 20,000",0,0,0,0,0,"Casual, Indie, Simulation",USD,0.49,Single-player, Steam Achievements,0.682692308,0.778451528,10000,2
776820,Sit on bottle,Laush Dmitriy Sergeevich,Laush Studio,,43,17,"0 .. 20,000",0,0,0,0,0,"Indie, Simulation",USD,0.69,Single-player, Steam Achievements,0.716666667,0.778663653,10000,2
778850,Please close the doors,Koyotis Studio,KuKo,,58,45,"50,000 .. 100,000",0,0,0,0,0,Indie,USD,0.99,Single-player, Family Sharing,0.563106796,0.778037458,75000,7
779760,Burak Bahar's Unseen Anchor,MISADREF,MISADREF,,11,1,"0 .. 20,000",0,0,0,0,0,"Casual, Indie, Strategy",,0,Single-player, Steam Achievements,0.916666667,0.778846351,10000,1
783890,BRIGHTEST,TheElvenTale Games,TheElvenTale Games,,8,12,"0 .. 20,000",0,0,0,0,0,"Adventure, Casual, Indie",USD,2.99,Single-player, Steam Achievements,0.4,0.778532728,10000,5
788930,Razerwire:Nanowars,Hammer and Ravens,Hammer&amp;Ravens,,87,12,"20,000 .. 50,000",0,0,0,0,0,"Action, Casual, Indie",USD,1.99,Single-player, Steam Achievements,0.878787879,0.779125575,35000,4
789730,Not Without My Poop,David Mulder,David Mulder,,154,37,"20,000 .. 50,000",0,0,0,0,0,"Casual, Indie",USD,0.99,Single-player, Steam Achievements,0.806282723,0.778967502,35000,9
543900,METAL GEAR SURVIVE,KONAMI,KONAMI,,3507,1855,"200,000 .. 500,000",1300,0,1998,0,29,"Action, Adventure, Strategy",USD,29.99,Single-player, Multi-player,0.654046997,0.759555644,350000,22
790860,Chocolate makes you happy 3,Blender Games,Blender Games,,90,30,"0 .. 20,000",0,0,0,0,0,"Casual, Indie",USD,0.55,Single-player, Steam Achievements,0.75,0.77867314,10000,13
792760,The Necklace of Blood,Ramos Creative Minds,Ramos Creative Minds,,4,3,"0 .. 20,000",0,0,0,0,0,Indie,USD,3.99,Single-player, Steam Achievements,0.571428571,0.778740784,10000,1
794300,Simple Man,CSM,W.T.B.,,12,15,"0 .. 20,000",0,0,0,0,0,"Action, Adventure, Indie, RPG",USD,4.99,Single-player, Steam Achievements,0.444444444,0.778483484,10000,5
796130,Virus Petya,Laush Dmitriy Sergeevich,Laush Studio,,17,12,"0 .. 20,000",0,0,0,0,0,"Adventure, Indie, Simulation",USD,1.09,Single-player, Steam Achievements,0.586206897,0.778600428,10000,4
796640,Mr.Jezko,EasyGames,EasyGames,,77,48,"0 .. 20,000",0,0,0,0,0,"Adventure, Casual, Indie",USD,3.99,Single-player, Steam Achievements,0.616,0.778101214,10000,7
797090,Neon Sun,CSM,W.T.B.,,24,28,"0 .. 20,000",0,0,0,0,0,"Casual, Indie, Simulation, Strategy",USD,4.99,Single-player, Steam Achievements,0.461538462,0.778230229,10000,5
798560,Inaccessible world,ARGames,Metal Fox,,23,42,"0 .. 20,000",1,0,1,0,0,"Adventure, Indie, Simulation",USD,2.99,Single-player, Steam Achievements,0.353846154,0.777853096,10000,6
801290,Diabolic,MyDreamForever,Red twice potato,,319,53,"50,000 .. 100,000",63,0,63,0,0,"Action, Adventure, Indie",USD,7.99,Single-player, Steam Achievements,0.857526882,0.779773517,75000,7
801780,"Haters, kill them all!",CSM,W.T.B.,,14,28,"0 .. 20,000",0,0,0,0,0,"Action, Casual, Indie, Simulation",USD,4.99,Single-player, Steam Achievements,0.333333333,0.778154937,10000,7
801900,The last Baron's stunt (Anime),SharF Co.,SharF Co.,,13,11,"0 .. 20,000",0,0,0,0,0,"Casual, Indie, Simulation",USD,3.99,Single-player, Steam Achievements,0.541666667,0.778596793,10000,3
804440,Starman in space,Laush Dmitriy Sergeevich,Laush Studio,,28,32,"0 .. 20,000",0,0,0,0,1,"Action, Casual, Indie, Simulation",USD,2.49,Single-player, Steam Achievements,0.466666667,0.778154706,10000,3
809180,District 112 Incident: Bowling Alley,Racing Bros,ANPA.US,,10,7,"0 .. 20,000",0,0,0,0,0,"Action, Adventure, Indie, Simulation, Early Access",USD,0.49,Single-player, Multi-player,0.588235294,0.778680049,10000,2
812100,Blake and Mortimer: The Curse of the Thirty Denarii,Mzonestudio,Microïds Indie,,18,9,"20,000 .. 50,000",0,0,0,0,0,"Adventure, Casual",USD,1.99,Single-player, Family Sharing,0.666666667,0.778687291,35000,4
812450,The m0rg VS keys,Zloy Krot Studio,Zloy Krot Studio,,37,27,"20,000 .. 50,000",0,0,0,0,0,"Casual, Indie",USD,0.99,Single-player, Steam Achievements,0.578125,0.778354437,35000,3
815830,Space Escape!,Cow Corp.,Cow Corp.,,56,21,"0 .. 20,000",0,0,0,0,0,"Action, Casual, Indie, Simulation",USD,0.99,Single-player, Steam Achievements,0.727272727,0.778655606,10000,12
816710,Gray Cat,Anatoliy Loginovskikh,Red twice potato,,108,35,"20,000 .. 50,000",16,0,16,0,0,"Adventure, Indie",USD,7.99,Single-player, Steam Achievements,0.755244755,0.778676202,35000,2
817110,Bitcoin VS Brain,Zloy Krot Studio,Zloy Krot Studio,,9,32,"0 .. 20,000",0,0,0,0,0,"Casual, Indie",USD,0.99,Single-player, Steam Achievements,0.219512195,0.778011598,10000,4
821720,20.000 Leagues Under The Sea - Captain Nemo,Mzonestudio,M.INDIE,,32,15,"20,000 .. 50,000",0,0,0,0,0,"Adventure, Casual",USD,1.99,Single-player, Family Sharing,0.680851064,0.77863387,35000,5
